X1.N			Xc			Yc			Orientation
1			0.107808196917176			8.45597474835813			-1.15718092223594
2			6.76667174557224			8.03756237961352			-0.830842669737833
3			8.15018135588616			7.97149687306955			-1.37994640483245
4			8.21393840014935			6.95673131616786			0.676571862299475
5			4.95056906715035			7.06884950166568			-0.44039182102418
6			9.18368896935135			6.31883362540975			-0.567917936838781
7			4.5460496423766			0.550372204743326			1.16732671920339
8			2.78326680883765			5.97733354894444			1.53056030620885
9			4.11715472815558			4.28192669525743			0.306073884931573
10			5.69992125267163			9.91099439328536			0.842951531606248
11			5.12129869544879			4.10079275490716			-1.4292652134445
12			3.38494837749749			1.27298512961715			-0.263032924468522
13			2.52862834138796			3.16281111212447			1.07406891957885
14			5.29930773656815			3.40146169764921			0.402591215985823
15			1.77666261093691			8.28401586739346			-0.610436498033235
16			0.166419257875532			1.61502729635686			0.948422919015743
17			6.46898800507188			8.36678972002119			-0.114449843775384
18			8.98773342370987			3.80535534117371			1.17537217250025
19			8.72509735869244			0.860084304586053			-0.731773586770016
20			8.21649207966402			0.875668984372169			-0.662461604882045
21			5.52543031517416			8.04474241798744			-1.08559383355778
22			5.18058374291286			1.0001383931376			-0.243335778517616
23			3.17846966441721			7.26435746997595			-1.52028857174417
24			2.55154254147783			1.68905028840527			1.00755811494259
25			0.328926257789135			4.58372815744951			0.0944306283632783
26			0.986755129415542			1.88663389766589			0.577332614163596
27			0.541449568700045			7.7471192041412			-0.781974489633408
28			7.40986617049202			3.98943507811055			-0.954498155205144
29			2.34173694858328			9.05669904546812			-0.569142181296334
30			5.37393000209704			4.37078458955511			1.07718760783902
31			9.20986034907401			7.24273084662855			-1.20480531256581
32			2.6512691588141			4.86578045180067			-1.06212745064874
33			2.79940414708108			4.14905232843012			-0.870151184900985
34			2.3273593839258			0.771247579250485			1.0755819272417
35			9.66114789480343			3.83077518315986			1.11300761344032
36			9.11827818490565			8.57847063802183			0.183750529741407
37			6.6675011254847			7.24644816713408			0.31913769729751
38			3.89159963000566			2.48613106319681			0.698503566608705
39			8.1617702357471			4.28761180257425			-1.08879202483243
40			5.69653815589845			1.13402379211038			-0.651411622137338
41			4.5289679383859			1.35115842567757			-0.732663607111507
42			2.87323569878936			6.82706625666469			-1.51796637435247
43			3.05954998591915			5.23152277804911			1.43083472997545
44			7.65728773549199			7.89638296468183			0.693389757255162
45			5.95149313565344			4.09820673521608			-0.67118781467228
46			0.272206666413695			5.84301370428875			-1.19513737852041
47			0.0258099590428174			0.794530040584505			-0.37894082943515
48			2.93785601388663			7.1949235489592			1.19354476763321
49			7.30483271880075			8.38117325911298			0.690501367410703
50			8.5176404286176			8.39871902251616			0.0691589116491247
51			7.62134432792664			7.19496076460928			0.780370318767538
52			9.47088220622391			2.34560060082003			0.335321406293949
53			3.13345772214234			0.27134629432112			0.563056949719156
54			9.29331557359546			0.319750523194671			-0.991603041755462
55			7.90392582537606			3.90775256091729			0.131191246402002
56			7.22184040816501			2.43496426614001			-1.54391301271124
57			0.395543656777591			1.96511988062412			-0.85892230556166
58			3.84679191745818			9.26326195942238			-0.258393738404944
59			5.56318357121199			1.64957614382729			1.00214489160868
60			4.54941928153858			5.70344835985452			-0.506497515848854
61			5.8840839471668			5.5106817279011			-0.87842120709489
62			3.02466026041657			1.17094357032329			-1.07357093421862
63			2.15367065276951			6.19804282672703			0.723921298639269
64			6.58455900847912			4.92707715835422			-0.405649828783609
65			0.781289439182729			1.38875068631023			0.257509076732377
66			5.93609670409933			4.69921457581222			-1.54542402349091
67			7.28089465759695			3.55978542938828			-1.12560995707566
68			3.01398338051513			3.97110083606094			0.508847917569663
69			0.969105497933924			4.48092892998829			0.00149789498762432
70			1.63936622440815			4.44768619257957			1.24235548504694
71			2.35579116269946			7.64545975252986			0.613526414352081
72			9.80275548063219			0.551506027113646			-1.07648609912123
73			2.3123320681043			1.19083641795442			1.29364193529916
74			2.20644013024867			0.920520399231464			1.07801749566433
75			6.44495696062222			3.40211859205738			1.01753041714043
76			1.09160424210131			1.3335964945145			0.160913802134323
77			8.74935392756015			4.42908105906099			-0.129126234397392
78			6.90161574631929			3.95437534665689			0.92104618021897
79			3.08768743416294			8.94337030826136			0.0937245889881901
80			0.294087382499129			1.9542755256407			-1.54692009348823
81			0.432706640567631			3.71803842950612			-0.381604496044699
82			1.77684149937704			7.79671340249479			0.41012496175086
83			8.6223234469071			6.06282987631857			-0.247508953489962
84			7.53380418987945			5.96257001627237			1.49330867142017
85			4.97744066175073			3.60564354807138			-0.580045808596177
86			7.77757088653743			8.97743109147996			-1.56724775859422
87			1.70169362332672			5.71148021612316			-1.32265811079648
88			2.32982357032597			9.22693429514766			1.54979780183633
89			8.36103793233633			8.00959427608177			-1.27211555658194
90			6.8533236021176			8.4318870282732			0.484845529522429
91			2.75123293045908			5.00741201452911			0.865039853730668
92			5.96005902159959			2.04909609630704			0.645199990049357
93			4.13462509168312			6.38154461281374			1.11990482014238
94			5.40032282471657			0.567133440636098			-1.25078032274096
95			1.91082857083529			6.96117870975286			-0.782842700792173
96			2.98523311736062			4.91943750996143			-1.26753037779655
97			9.72207034006715			0.28939418727532			-0.254127678374992
98			4.35919750016183			0.0112064578570426			-0.218556528305241
99			6.7205763538368			9.27360246423632			-0.0793573231967581
100			8.82442280184478			9.45522109046578			-0.951337912756933
101			5.51022781524807			4.60383913479745			-1.16792589753301
102			8.94820595392957			2.05726719461381			-1.0829026933467
103			4.58317877259105			4.40055537037551			0.226999602736037
104			4.24002481857315			4.09091152017936			0.702988294124179
105			1.56695909099653			8.84450696175918			-0.618934935867283
106			5.9938404080458			5.42462547076866			0.896418656555185
107			4.44367087678984			8.32766156643629			-0.459407890834102
108			8.28383940039203			3.10406729811803			0.456501437608659
109			7.32127955416217			9.99070911901072			0.876663959407042
110			3.73420892748982			3.70144273852929			0.85139503613496
111			4.90805397043005			1.47939301095903			1.56170366480331
112			3.12447058036923			5.79911399632692			-0.0707408995566996
113			3.34485431900248			2.23296577576548			1.55435313928728
114			3.68408930487931			6.26686357660219			0.732721969496821
115			1.56782670412213			2.03795860754326			1.4747129374732
116			5.90709382202476			3.21944484254345			-0.0511060292969694
117			1.89061633776873			6.40302939340472			-1.47524755722798
118			9.57060537301004			4.9077948066406			-0.722512057950166
119			8.71937479590997			9.50349709484726			0.933145121308431
120			4.19452334754169			2.62288531986997			-1.17509499121739
121			2.13742395630106			6.67775956215337			-0.28514327448192
122			6.41924111172557			6.90195429604501			0.166023728171825
123			6.18869693251327			5.39281516335905			-0.676744775559149
124			5.12142368825153			4.26536667626351			-0.863641336962545
125			7.30965724447742			0.196170299313962			-0.940065793947939
126			4.13312409073114			8.34572463994846			-0.417657940946823
127			0.898579030763358			1.9476757152006			-0.257881672458199
128			7.3634968069382			1.55494332080707			-1.56779977975954
129			0.484259868972003			9.28177310153842			-0.66833578638814
130			5.5471083521843			1.37750204186887			0.711166466275019
131			6.36685762554407			0.0306117627769709			1.2609141874171
132			5.0470237294212			7.04253352014348			0.380217397352185
133			2.20118685625494			9.39403584226966			1.45911247123974
134			6.97542514652014			0.49945121165365			-0.666214157990944
135			7.26329370867461			3.10200209496543			-1.24453679172426
136			5.83644915837795			6.98554262984544			-1.3823115330181
137			4.55430149799213			7.38851467845961			0.909037645272431
138			2.41923525929451			9.55838800873607			-0.524969753908858
139			2.6142619852908			2.84402329241857			-0.355212948456523
140			0.146555160172284			4.00374700548127			-0.229263930745816
141			1.6477971454151			8.02240015473217			-0.220213332769226
142			0.444784224964678			5.45134447747841			1.33782284468566
143			1.52571146376431			0.317659005522728			0.259716971945789
144			1.66521928273141			9.41528392024338			-0.894277823700904
145			9.11069287918508			0.0925830937922001			-0.315216171298783
146			1.80060186889023			5.70087081287056			-0.792141548652226
147			7.93218472972512			9.33646068209782			0.0987782994726598
148			4.4810644374229			9.78783698985353			0.932763008569044
149			1.43114717677236			7.04030425054953			1.25885181085941
150			6.45226597087458			7.9102827841416			-0.239229007591266
151			5.73364411713555			3.28579444438219			0.780463562240075
152			3.24979502242059			6.80853264871985			0.0588983099910234
153			4.67377000721171			9.91523064207286			-0.0510352233304736
154			3.2434552628547			8.50654015317559			-0.28487438355582
155			2.02632991131395			6.15601191995665			-1.05143770636084
156			7.04840581631288			5.1670586830005			-0.309039654364917
157			3.82622291101143			0.217236501630396			1.03232954951513
158			8.91122773755342			4.16914912872016			0.721952834107677
159			7.03790145693347			2.96592968981713			-1.53796298475441
160			7.06636916613206			2.22687909379601			-0.66481182666393
161			4.46256865514442			7.97572381561622			-1.12463102569353
162			3.87564388103783			0.84972069831565			-1.29694044910693
163			4.25276408204809			8.22543215239421			-0.150050862975019
164			8.85004949057475			0.534034112934023			1.23145531242814
165			6.54375915648416			2.92666874127463			-1.04425132171622
166			9.12937476299703			8.1691233557649			0.179406443512779
167			3.35508309071884			2.80650409404188			-1.04077261224258
168			7.35255587846041			5.87162109091878			0.136316634020683
169			3.16729308804497			9.13795973174274			-1.39461415180299
170			9.68021346488968			0.364829453174025			0.875731606605091
171			9.73645642399788			4.15567983873188			-0.523873872466711
172			6.96105413604528			6.07432132121176			-0.455271424865119
173			3.29193361103535			1.44878447055817			-0.600806795888916
174			1.42941071651876			7.75342857232317			0.575274771920492
175			7.23081439035013			3.88667050749063			-1.56232916834376
176			5.41433825157583			1.79786666994914			0.474837917602366
177			3.2750326464884			4.5780666032806			1.01410961362166
178			1.50359666906297			0.791887664236128			-1.38920492442981
179			6.9337723730132			1.30726682953537			-1.1167302820587
180			9.03642529156059			0.923831523396075			0.37946334134844
181			1.55378005001694			1.62071080878377			0.338468118944305
182			4.03806717833504			7.13198445737362			-1.55504535189214
