X1.N			Xc			Yc			Orientation
1			1.5168120386079			5.00834284350276			-1.06933595388326
2			9.97864650096744			5.91347303474322			0.276869795412594
3			9.40778723917902			3.90929695218801			-0.247976028854097
4			0.0924576655961573			4.61661516223103			1.45851508937353
5			0.715272885281593			0.693863942287862			0.691218860702893
6			3.75680381199345			8.07433496462181			-1.18385714051608
7			2.21037904731929			9.9836160428822			1.21850253188712
8			6.42403155565262			9.64510936755687			-0.181779577517621
9			2.59280364494771			9.31336634559557			1.00261548017058
10			5.06817015819252			4.85924307256937			0.0885891884267151
11			4.66952004935592			5.84844645345584			1.47623902874389
12			3.04804125335068			0.727975412737578			1.14329006156869
13			1.11247713677585			1.45549514796585			1.43770722799115
14			9.25917552085593			9.76651555625722			-1.20755644558441
15			4.82101344037801			0.0197809096425772			0.672117575183394
16			6.73581894952804			9.16205618297681			0.97029038074044
17			5.64504170091823			6.10143235884607			-0.343516748714285
18			2.29517174186185			7.44935668772087			-1.01807397093591
19			5.7742397999391			6.99806608492509			1.1176280792727
20			1.12105155130848			4.62217052467167			0.168287013852472
21			6.01712419651449			2.83804085338488			0.167160177063769
22			5.84275268716738			5.45360765885562			-0.661318090827237
23			2.27778591215611			4.7662515565753			-0.68412869437472
24			1.87797203892842			7.74333450710401			0.948384551063278
25			7.77240625815466			7.66112854704261			-0.420123442136272
26			3.3659515180625			9.61679950589314			-0.0142817830993061
27			8.98350202012807			9.93639849824831			1.08596799387449
28			3.95069333724678			3.97452807752416			1.29904211379256
29			6.19674800662324			8.84131854167208			1.03096624225933
30			0.4456932307221			6.22406520182267			0.745983232647375
31			3.08318715775385			1.404823071789			-0.813546070682198
32			9.49373268056661			7.7116859680973			1.091387233459
33			4.93347575189546			5.82376853795722			1.34713538765331
34			5.85734846303239			5.66218717955053			0.252196527763389
35			2.10323993815109			2.1652818704024			0.292475276529236
36			7.32569976942614			1.57517745159566			-0.842242093141003
37			9.74204806378111			1.02089287247509			-0.0850764032022535
38			6.84280709829181			2.79163530329242			-0.518058043836962
39			9.82106362236664			0.811655709985644			-0.117327057657177
40			6.4585089799948			5.24565376574174			0.861615833255043
41			3.80813817027956			9.7411343595013			-1.19898997401362
42			0.214298393111676			7.01015659375116			-0.187188799770583
43			5.05919595248997			8.25634704204276			-1.37655330093605
44			9.55689745023847			0.683060365263373			0.291433401633821
45			0.541922890115529			0.729313904885203			1.00795376186858
46			3.97755558602512			2.09417109144852			0.232268904920767
47			0.737734280992299			1.64344881894067			0.160015661866033
48			6.58289433689788			5.7414125953801			0.454305280118456
49			3.68598486995324			6.66704190196469			-0.951754578889893
50			6.27127771964297			6.38245006091893			1.09220450142149
51			0.0260881544090807			9.84398352680728			-1.05478964301103
52			3.81803842494264			8.50463612470776			1.28806511091061
53			8.28864052193239			6.8562723393552			-0.770907577269229
54			2.62258180649951			2.52915103919804			1.40634082924903
55			9.28316960809752			5.25172458961606			-0.0499540244656298
56			6.47591572720557			9.00983949191868			-0.229188455876271
57			6.98250232031569			1.77745767170563			0.926626803805771
58			1.21024394407868			5.00412855297327			-1.45917219487032
59			2.55967238219455			7.78869070345536			-0.622388883258055
60			4.40738539677113			4.37231234274805			-0.636426877642583
61			6.57679229974747			4.41108196973801			-0.65896988128917
62			8.33838137798011			7.95073847286403			-0.453129179563432
63			6.87806772999465			9.46008580271155			0.130415170555328
64			6.52032276149839			0.966806679498404			-0.0534788122014729
65			5.97489764913917			8.91780590638518			-0.298381209940782
66			4.44689678028226			2.53795555094257			0.050199286338914
67			2.82534345518798			5.38261316018179			1.35125523121562
68			8.6947871139273			3.18696619011462			-1.02407802445741
69			6.33309210650623			1.47409498225898			0.268250865062406
70			5.97266514552757			2.46711143525317			0.747597568599518
71			0.834151660092175			2.35079988371581			-1.12350582737307
72			0.936432941816747			6.61493890685961			1.55772119144303
73			8.54284796165302			5.05267595872283			-0.758928151466632
74			5.53176979301497			3.61213885713369			-0.85325454106509
75			5.10793221415952			5.0677297799848			-0.672255082899714
76			8.12144847819582			1.26756554469466			-1.50070274508158
77			7.47914738720283			6.13692117854953			0.280771987485985
78			9.29991951445118			9.1332867462188			0.330988929783198
79			7.60976042831317			3.7564701307565			-0.756300941507077
80			3.6987524968572			5.30970852356404			-0.0180680930428845
81			5.36294330377132			7.68058086046949			-0.818215241446188
82			3.93156428122893			8.24430742766708			0.450944585709187
83			9.23732680501416			8.00154892262071			-0.673125833684265
84			6.33769507519901			5.03590854816139			-0.386094106049262
85			1.15593177266419			5.41893320158124			0.13109239410155
86			2.94215723872185			9.40945510752499			-0.451429499164921
87			0.887739234603941			8.33864140091464			-1.32151071415709
88			2.52594511723146			3.81267820484936			1.55870225575972
89			7.01130007160828			5.5285664065741			0.298968313344567
90			1.7415689677			8.11665342887864			1.12229713227178
91			6.140724318102			6.45391228375956			0.512775446652728
92			3.72438291320577			8.37275053840131			-0.545029829354377
93			4.34213658329099			7.55592366447672			1.42026324652216
94			5.03351977095008			8.6440670164302			0.722557500574462
95			2.00129518052563			3.41894794488326			-1.55598806142263
96			6.18050680728629			4.39510933822021			0.601183947141637
97			4.00056523736566			9.3438435299322			1.47438878627958
98			6.90351178403944			9.0915774484165			1.07501999188055
99			8.11820993432775			9.60982914781198			-1.47653040179503
100			7.59437260217965			6.44188854377717			0.944234826667743
101			2.8777029691264			0.85028852103278			1.1323089200915
102			3.83442450780421			1.24903755029663			-0.811807662453375
103			8.83085259236395			4.37108699698001			-0.32401619042633
104			6.77074730396271			5.6874665315263			-1.37989349181698
105			7.89608217542991			1.85226083965972			-0.945048288117392
106			0.94826748361811			7.83214489929378			-0.539126949784321
107			4.66093111550435			2.62484515784308			0.514612066423885
108			3.25369972502813			0.575812817551196			-1.35116351283518
109			6.11259368015453			2.27778227068484			-0.81594011271223
110			0.0682919239625335			2.50385839026421			0.491739010903598
111			2.05602599773556			4.43044276209548			-0.903751820159456
112			6.89923234051093			2.09245275240391			-0.79042024120429
113			5.1100942469202			3.07874931721017			0.948211055562208
114			8.27136688632891			7.22223842982203			0.319703556204947
115			5.75857723597437			9.06091370154172			1.11036620074059
116			3.73053071787581			3.99453433230519			-1.26598573818754
117			7.25756429834291			1.73822078155354			0.981884304222462
118			8.48582374863327			5.45186723349616			0.648330331183488
119			2.68135568592697			8.47718672128394			-1.31880686045645
120			3.43800470465794			0.172000995371491			0.907735880785858
121			4.89855198888108			5.6133716320619			-1.25263910937831
122			7.90278949774802			7.26653008721769			-1.30116418399101
123			0.285902584437281			4.25400699255988			0.32572971076133
124			1.27744188066572			5.75282271951437			0.416802187266962
125			5.77544624684379			9.22265780391172			-1.20167921681995
126			2.88508476689458			4.67248094733804			1.50766313521549
127			8.97277821786702			2.45862457202747			0.894269545047493
128			8.25370375998318			3.14805051777512			0.486060311825845
129			1.34671490173787			1.20949141914025			-0.895119304420525
130			7.13782104896381			8.84701295057312			0.554532962752313
131			9.31713524274528			4.3847387493588			-0.742594927122278
132			0.991089085582644			3.30981051083654			-0.173676384307099
133			3.25691161910072			0.817915017250925			0.747379912721849
134			7.64421031810343			1.71841708011925			0.149271093260194
135			4.52013354282826			8.78471198724583			-0.21175052284208
136			1.8929062015377			0.0152627052739263			-0.555426713534906
137			0.795724743511528			6.94594686385244			0.746442978791933
138			3.41066224500537			9.64074796531349			-0.271319934798623
139			5.45694868080318			1.41716450219974			0.693715350154556
140			2.33713778899983			1.48462573066354			0.750561363824914
141			1.90559638431296			4.08937031403184			1.11895434105397
142			6.90925503848121			6.68683210620657			0.028539017701783
143			3.61773145152256			4.68959614634514			-0.799559203090164
144			8.80521666724235			9.35303639853373			-1.45701325767335
145			2.77476388262585			5.45975027373061			0.392227746317142
146			9.91252762498334			8.24280201690271			-0.453812959908485
147			3.3239173470065			3.62597192171961			-0.84711962878994
148			5.25655650068074			5.91282723704353			-0.437470405072622
149			2.18697734875605			8.81687366403639			-1.44300759816713
150			2.51581775955856			0.430076993070543			1.32485490246167
151			7.26188740460202			9.56224174471572			1.06467439102475
152			8.13345224363729			3.76778129953891			-0.41654996190362
153			6.84463504003361			9.88700243178755			0.268354939980402
154			9.06759053003043			5.14031018130481			0.545757319497261
155			8.14568663947284			5.94357666792348			-0.415013211080351
156			1.12609378993511			9.0186285180971			0.975554370338165
157			7.99040160141885			4.34346936875954			-0.236519378290044
158			5.47910869820043			3.90892675146461			-0.276587171343024
159			0.701954239048064			9.96004042681307			1.3668295177986
160			9.76231459993869			2.19395064050332			-0.790330060350753
161			1.9870060030371			0.959128132089972			1.2344062471407
162			9.75863700965419			3.82279733428732			1.29311335739606
163			6.34163398295641			2.40146864205599			-1.36963513793251
164			3.14155663363636			0.197721414733678			-0.508039909147155
165			6.7218500864692			0.832401704974473			-1.05615704936328
166			9.31782044935971			3.11192060587928			-0.169798141665583
167			1.15555812837556			1.55581919243559			-0.846305164509948
168			7.26805055048317			4.65102175949141			0.914166787470363
169			0.836748089641333			6.16868908749893			-0.252917641777825
170			5.69395927479491			5.98616024712101			1.11010486944367
171			4.7315685916692			7.92599117616192			-0.473257160008896
172			2.17657470144331			6.51088856859133			-1.55678719139532
173			2.05361146712676			1.46931342082098			1.36944368218618
174			0.400413880124688			0.993729236070067			-1.43583863980267
175			2.582101742737			7.20945056527853			0.154050200854923
176			4.11902296822518			0.431764530949295			-0.258382639976936
177			5.96782180247828			1.539720389992			-0.304286346061976
178			6.46720352815464			4.43380919983611			-1.03913711591188
179			9.61146498564631			1.93898017285392			0.00780124253020764
180			7.29848836082965			7.55124631104991			0.842462158444749
181			3.66937739076093			6.04996870271862			-0.0736537940104456
182			3.3195637143217			6.48288681870326			0.0236752356771674
183			3.40279328636825			5.17742238240317			1.03827255400226
184			8.34404801484197			6.16320861969143			-0.968187077586565
185			7.06170375924557			1.22750181006268			0.157084848860193
186			1.15975538035855			7.63965816004202			1.07595541900484
187			6.67307675117627			0.049599043559283			1.1170867615475
188			0.773003024514765			4.53534809406847			-1.2299563890091
189			4.00379141559824			8.51129472488537			0.128775627793219
190			2.26957769133151			2.98889353638515			-1.47257762055154
191			9.01994148734957			0.14026326360181			1.42686032168254
192			0.890262208413333			9.75568399531767			-0.194066226357291
193			4.91921742912382			9.0893045719713			-0.904419444037241
194			3.49359449231997			2.4857366620563			1.44985772377664
195			7.1829962101765			3.85376876685768			0.99454240186018
196			2.89774347562343			7.27048442233354			-1.21413528620238
197			3.59061359427869			3.23331117397174			-0.117787551352873
198			2.85171492956579			4.06464665196836			-0.280354856145076
199			1.42355436459184			8.83419121615589			-1.10931864460282
200			7.03750852495432			0.617531419266015			-0.609529956226415
201			3.17273591412231			0.955024005379528			1.09821939882325
202			3.22600245010108			4.23849896294996			0.72101979300277
203			0.885524600744247			0.935957457404584			-0.0684479751557661
204			8.77343439962715			3.36336395936087			0.145316612837355
205			9.36531076440588			4.53828785102814			1.22290928513751
206			3.96036578342319			6.17017335258424			1.31533973875691
207			5.9177684574388			7.75411685695872			0.310429509195093
208			4.69724808819592			9.4064576132223			-1.23095069639171
209			3.67014203453436			1.5561261610128			-0.0866356910099924
210			9.78829224128276			9.27066239528358			-0.300112868265588
211			7.01129815308377			2.62896452099085			-0.646895428716898
212			3.30925953341648			1.55624498613179			1.16295605248472
213			6.44967122469097			1.05774758150801			0.264389764163484
214			1.0920713073574			4.49194748187438			0.140230468727609
215			1.18461444741115			1.99522996786982			-0.804608947603721
216			1.53779191663489			4.25398810068145			-1.22702885001392
217			0.514243531506509			7.99001294886693			0.158734709583515
218			9.99707584269345			7.41120520746335			-0.765068960764559
219			3.79711931338534			6.68807652313262			-1.03411875172258
220			6.46626443136483			6.79674970917404			-0.628943773712696
221			3.53297042194754			2.10982756689191			-0.260319434526489
222			6.85597780859098			5.34570589428768			1.54657653229753
223			7.90790365543216			8.68102609179914			1.33522681097329
224			6.3962052273564			9.12848016479984			-0.667154014831183
225			5.17594441771507			3.06285588769242			0.29707234664423
226			5.34458773676306			9.88178478553891			-1.01520009909047
227			0.577704152092338			5.82328491844237			-1.43041238333159
228			7.43263562209904			2.03124657506123			0.699547390111001
229			9.03944114223123			6.80557888466865			-1.54982545610824
230			7.54634570330381			5.98863187944517			-0.541533421497812
231			1.79497933015227			9.4820227753371			1.13233662556555
232			1.05864373967052			8.66605273913592			-0.868254649125514
233			9.57819080445915			9.09329566638917			-0.188116312508068
234			4.97867624042556			1.99857788160443			-1.40935473965907
235			3.66446485277265			0.323856298346072			1.04608569371375
236			9.39855232136324			5.93183089280501			-1.35392447373743
237			5.42607994982973			7.2050691768527			1.03937064225633
238			5.83461191738024			4.28085539024323			-0.590746783706172
